1,BraTS20_Training_037_97_t1.png
2,BraTS20_Training_037_97_t2.png
3,BraTS20_Training_014_85_t1.png
4,BraTS20_Training_014_85_t2.png
5,BraTS20_Training_057_65_t1.png
6,BraTS20_Training_057_65_t2.png
7,BraTS20_Training_055_104_t1.png
8,BraTS20_Training_055_104_t2.png
9,BraTS20_Training_053_60_t1.png
10,BraTS20_Training_053_60_t2.png
11,BraTS20_Training_042_100_t1.png
12,BraTS20_Training_042_100_t2.png
13,BraTS20_Training_037_78_t1.png
14,BraTS20_Training_037_78_t2.png
15,BraTS20_Training_032_93_t1.png
16,BraTS20_Training_032_93_t2.png
17,BraTS20_Training_075_60_t1.png
18,BraTS20_Training_075_60_t2.png
19,BraTS20_Training_014_99_t1.png
20,BraTS20_Training_014_99_t2.png
21,BraTS20_Training_014_95_t1.png
22,BraTS20_Training_014_95_t2.png
23,BraTS20_Training_037_60_t1.png
24,BraTS20_Training_037_60_t2.png
25,BraTS20_Training_053_50_t1.png
26,BraTS20_Training_053_50_t2.png
27,BraTS20_Training_053_79_t1.png
28,BraTS20_Training_053_79_t2.png
29,BraTS20_Training_094_94_t1.png
30,BraTS20_Training_094_94_t2.png
31,BraTS20_Training_014_88_t1.png
32,BraTS20_Training_014_88_t2.png
33,BraTS20_Training_048_73_t1.png
34,BraTS20_Training_048_73_t2.png
35,BraTS20_Training_075_55_t1.png
36,BraTS20_Training_075_55_t2.png
37,BraTS20_Training_053_54_t1.png
38,BraTS20_Training_053_54_t2.png
39,BraTS20_Training_079_70_t1.png
40,BraTS20_Training_079_70_t2.png
41,BraTS20_Training_057_71_t1.png
42,BraTS20_Training_057_71_t2.png
43,BraTS20_Training_014_47_t1.png
44,BraTS20_Training_014_47_t2.png
45,BraTS20_Training_042_94_t1.png
46,BraTS20_Training_042_94_t2.png
47,BraTS20_Training_075_61_t1.png
48,BraTS20_Training_075_61_t2.png
49,BraTS20_Training_066_53_t1.png
50,BraTS20_Training_066_53_t2.png
51,BraTS20_Training_042_86_t1.png
52,BraTS20_Training_042_86_t2.png
53,BraTS20_Training_053_106_t1.png
54,BraTS20_Training_053_106_t2.png
55,BraTS20_Training_063_99_t1.png
56,BraTS20_Training_063_99_t2.png
57,BraTS20_Training_037_58_t1.png
58,BraTS20_Training_037_58_t2.png
59,BraTS20_Training_067_84_t1.png
60,BraTS20_Training_067_84_t2.png
61,BraTS20_Training_037_67_t1.png
62,BraTS20_Training_037_67_t2.png
63,BraTS20_Training_066_92_t1.png
64,BraTS20_Training_066_92_t2.png
65,BraTS20_Training_066_61_t1.png
66,BraTS20_Training_066_61_t2.png
67,BraTS20_Training_055_82_t1.png
68,BraTS20_Training_055_82_t2.png
69,BraTS20_Training_022_70_t1.png
70,BraTS20_Training_022_70_t2.png
71,BraTS20_Training_079_91_t1.png
72,BraTS20_Training_079_91_t2.png
73,BraTS20_Training_041_70_t1.png
74,BraTS20_Training_041_70_t2.png
75,BraTS20_Training_067_81_t1.png
76,BraTS20_Training_067_81_t2.png
77,BraTS20_Training_032_76_t1.png
78,BraTS20_Training_032_76_t2.png
79,BraTS20_Training_058_63_t1.png
80,BraTS20_Training_058_63_t2.png
81,BraTS20_Training_066_97_t1.png
82,BraTS20_Training_066_97_t2.png
83,BraTS20_Training_048_59_t1.png
84,BraTS20_Training_048_59_t2.png
85,BraTS20_Training_025_90_t1.png
86,BraTS20_Training_025_90_t2.png
87,BraTS20_Training_022_75_t1.png
88,BraTS20_Training_022_75_t2.png
89,BraTS20_Training_053_69_t1.png
90,BraTS20_Training_053_69_t2.png
91,BraTS20_Training_058_55_t1.png
92,BraTS20_Training_058_55_t2.png
93,BraTS20_Training_032_78_t1.png
94,BraTS20_Training_032_78_t2.png
95,BraTS20_Training_037_75_t1.png
96,BraTS20_Training_037_75_t2.png
97,BraTS20_Training_079_79_t1.png
98,BraTS20_Training_079_79_t2.png
99,BraTS20_Training_067_53_t1.png
100,BraTS20_Training_067_53_t2.png
101,BraTS20_Training_044_101_t1.png
102,BraTS20_Training_044_101_t2.png
103,BraTS20_Training_067_64_t1.png
104,BraTS20_Training_067_64_t2.png
105,BraTS20_Training_066_84_t1.png
106,BraTS20_Training_066_84_t2.png
107,BraTS20_Training_048_95_t1.png
108,BraTS20_Training_048_95_t2.png
109,BraTS20_Training_055_87_t1.png
110,BraTS20_Training_055_87_t2.png
111,BraTS20_Training_032_61_t1.png
112,BraTS20_Training_032_61_t2.png
113,BraTS20_Training_044_67_t1.png
114,BraTS20_Training_044_67_t2.png
115,BraTS20_Training_044_102_t1.png
116,BraTS20_Training_044_102_t2.png
117,BraTS20_Training_079_97_t1.png
118,BraTS20_Training_079_97_t2.png
119,BraTS20_Training_067_83_t1.png
120,BraTS20_Training_067_83_t2.png
121,BraTS20_Training_055_93_t1.png
122,BraTS20_Training_055_93_t2.png
123,BraTS20_Training_053_52_t1.png
124,BraTS20_Training_053_52_t2.png
125,BraTS20_Training_063_74_t1.png
126,BraTS20_Training_063_74_t2.png
127,BraTS20_Training_022_96_t1.png
128,BraTS20_Training_022_96_t2.png
129,BraTS20_Training_053_72_t1.png
130,BraTS20_Training_053_72_t2.png
131,BraTS20_Training_063_56_t1.png
132,BraTS20_Training_063_56_t2.png
133,BraTS20_Training_072_79_t1.png
134,BraTS20_Training_072_79_t2.png
135,BraTS20_Training_055_89_t1.png
136,BraTS20_Training_055_89_t2.png
137,BraTS20_Training_025_83_t1.png
138,BraTS20_Training_025_83_t2.png
139,BraTS20_Training_048_98_t1.png
140,BraTS20_Training_048_98_t2.png
141,BraTS20_Training_063_54_t1.png
142,BraTS20_Training_063_54_t2.png
143,BraTS20_Training_053_101_t1.png
144,BraTS20_Training_053_101_t2.png
145,BraTS20_Training_094_82_t1.png
146,BraTS20_Training_094_82_t2.png
147,BraTS20_Training_072_68_t1.png
148,BraTS20_Training_072_68_t2.png
149,BraTS20_Training_079_90_t1.png
150,BraTS20_Training_079_90_t2.png
151,BraTS20_Training_042_60_t1.png
152,BraTS20_Training_042_60_t2.png
153,BraTS20_Training_055_83_t1.png
154,BraTS20_Training_055_83_t2.png
155,BraTS20_Training_055_108_t1.png
156,BraTS20_Training_055_108_t2.png
157,BraTS20_Training_055_79_t1.png
158,BraTS20_Training_055_79_t2.png
159,BraTS20_Training_075_73_t1.png
160,BraTS20_Training_075_73_t2.png
161,BraTS20_Training_072_75_t1.png
162,BraTS20_Training_072_75_t2.png
163,BraTS20_Training_066_98_t1.png
164,BraTS20_Training_066_98_t2.png
165,BraTS20_Training_041_98_t1.png
166,BraTS20_Training_041_98_t2.png
167,BraTS20_Training_098_55_t1.png
168,BraTS20_Training_098_55_t2.png
169,BraTS20_Training_094_70_t1.png
170,BraTS20_Training_094_70_t2.png
171,BraTS20_Training_037_55_t1.png
172,BraTS20_Training_037_55_t2.png
173,BraTS20_Training_022_78_t1.png
174,BraTS20_Training_022_78_t2.png
175,BraTS20_Training_037_93_t1.png
176,BraTS20_Training_037_93_t2.png
177,BraTS20_Training_042_81_t1.png
178,BraTS20_Training_042_81_t2.png
179,BraTS20_Training_042_95_t1.png
180,BraTS20_Training_042_95_t2.png
181,BraTS20_Training_025_78_t1.png
182,BraTS20_Training_025_78_t2.png
183,BraTS20_Training_067_94_t1.png
184,BraTS20_Training_067_94_t2.png
185,BraTS20_Training_067_87_t1.png
186,BraTS20_Training_067_87_t2.png
187,BraTS20_Training_084_58_t1.png
188,BraTS20_Training_084_58_t2.png
189,BraTS20_Training_098_95_t1.png
190,BraTS20_Training_098_95_t2.png
191,BraTS20_Training_055_55_t1.png
192,BraTS20_Training_055_55_t2.png
193,BraTS20_Training_014_57_t1.png
194,BraTS20_Training_014_57_t2.png
195,BraTS20_Training_041_49_t1.png
196,BraTS20_Training_041_49_t2.png
197,BraTS20_Training_058_64_t1.png
198,BraTS20_Training_058_64_t2.png
199,BraTS20_Training_075_86_t1.png
200,BraTS20_Training_075_86_t2.png
201,BraTS20_Training_042_91_t1.png
202,BraTS20_Training_042_91_t2.png
203,BraTS20_Training_079_80_t1.png
204,BraTS20_Training_079_80_t2.png
205,BraTS20_Training_014_106_t1.png
206,BraTS20_Training_014_106_t2.png
207,BraTS20_Training_055_80_t1.png
208,BraTS20_Training_055_80_t2.png
209,BraTS20_Training_094_85_t1.png
210,BraTS20_Training_094_85_t2.png
211,BraTS20_Training_044_82_t1.png
212,BraTS20_Training_044_82_t2.png
213,BraTS20_Training_094_99_t1.png
214,BraTS20_Training_094_99_t2.png
215,BraTS20_Training_037_86_t1.png
216,BraTS20_Training_037_86_t2.png
217,BraTS20_Training_058_74_t1.png
218,BraTS20_Training_058_74_t2.png
219,BraTS20_Training_067_71_t1.png
220,BraTS20_Training_067_71_t2.png
221,BraTS20_Training_042_98_t1.png
222,BraTS20_Training_042_98_t2.png
223,BraTS20_Training_098_98_t1.png
224,BraTS20_Training_098_98_t2.png
225,BraTS20_Training_014_101_t1.png
226,BraTS20_Training_014_101_t2.png
227,BraTS20_Training_063_73_t1.png
228,BraTS20_Training_063_73_t2.png
229,BraTS20_Training_094_100_t1.png
230,BraTS20_Training_094_100_t2.png
231,BraTS20_Training_014_73_t1.png
232,BraTS20_Training_014_73_t2.png
233,BraTS20_Training_037_98_t1.png
234,BraTS20_Training_037_98_t2.png
235,BraTS20_Training_067_100_t1.png
236,BraTS20_Training_067_100_t2.png
237,BraTS20_Training_058_92_t1.png
238,BraTS20_Training_058_92_t2.png
239,BraTS20_Training_053_93_t1.png
240,BraTS20_Training_053_93_t2.png
241,BraTS20_Training_025_66_t1.png
242,BraTS20_Training_025_66_t2.png
243,BraTS20_Training_053_96_t1.png
244,BraTS20_Training_053_96_t2.png
245,BraTS20_Training_032_90_t1.png
246,BraTS20_Training_032_90_t2.png
247,BraTS20_Training_084_95_t1.png
248,BraTS20_Training_084_95_t2.png
249,BraTS20_Training_025_89_t1.png
250,BraTS20_Training_025_89_t2.png
251,BraTS20_Training_041_72_t1.png
252,BraTS20_Training_041_72_t2.png
253,BraTS20_Training_041_77_t1.png
254,BraTS20_Training_041_77_t2.png
255,BraTS20_Training_084_73_t1.png
